Episode,avg length,reward
5960,251,-90.85363154224058
5980,263,-95.44644504448429
6000,248,-100.17544777336576
6020,238,-100.68520441209333
6040,256,-100.23571547174278
6060,246,-100.36477822260181
6080,306,-85.27409872790011
6100,225,-101.06831788149975
6120,283,-95.20530331181996
6140,289,-95.14239270092848
6160,245,-90.58005501280434
6180,265,-90.69566444145714
6200,262,-95.47976279305777
6220,264,-100.58674511089862
6240,249,-100.65095652943411
6260,263,-95.9147285221291
6280,243,-96.06995118193255
6300,225,-100.81129424805073
6320,251,-100.49029221036466
6340,279,-81.12629376402703
6360,266,-95.7404268078233
6380,234,-95.77280842981062
6400,277,-85.59860470302172
6420,248,-95.5543158844255
6440,240,-95.80427538468277
6460,218,-96.65725139855121
6480,295,-95.10900221557638
6500,203,-100.95484433225526
6520,226,-100.47496262719298
6540,326,-84.95852321210147
6560,271,-95.38146633367292
6580,192,-96.35382270301037
6600,253,-100.49600894796546
6620,251,-96.1475232629165
6640,290,-90.45201331211516
6660,265,-95.471527954495
6680,257,-91.3413388400052
6700,267,-90.6522843183383
6720,317,-85.1165347607083
6740,195,-101.3886590822312
6760,274,-95.21084168559955
6780,261,-100.23260312090395
6800,281,-95.4596665462996
6820,256,-100.852869119655
6840,283,-100.05893469182534
6860,153,-101.98999537705188
6880,261,-100.34069043707206
6900,233,-96.33722133486916
6920,253,-95.74322760227565
6940,219,-101.54518711149124
6960,254,-86.48419407546724
6980,211,-101.17041382387865
7000,255,-95.6688213837548
7020,244,-100.66218901089366
7040,310,-94.94672220277891
7060,295,-90.28634983982586
7080,248,-100.32019801344263
7100,273,-90.44454955606946
7120,279,-95.15007078703886
7140,266,-90.62388082502896
7160,294,-90.21007128598053
7180,288,-95.29664867681063
7200,242,-95.48309529896191
7220,245,-100.23161583079317
7240,251,-100.68321544788867
7260,294,-85.39752288236181
7280,244,-95.55410644152983
7300,275,-95.56858923870675
7320,259,-90.6506427529994
7340,270,-95.24943318175278
7360,272,-95.77301477069409
7380,277,-99.98894440266047
7400,243,-96.32103119525102
7420,250,-100.74042690995762
7440,234,-100.90171510010161
7460,270,-95.45075692997939
7480,245,-100.7022164806843
7500,210,-101.61269869937357
7520,262,-100.29048422186598
7540,243,-95.73126792220812
