Episode,avg length,reward
3980,188,-100.76250059034587
4000,222,-100.1566989723615
4020,226,-100.15676255884338
4040,204,-100.26585843308484
4060,186,-100.78704685345913
4080,215,-100.36456059866666
4100,210,-100.43171195556903
4120,191,-101.03292722642864
4140,201,-100.18845732878978
4160,194,-100.96832270287291
4180,216,-100.24628693421192
4200,142,-103.97332005681854
4220,218,-100.64264822912634
4240,230,-100.17683787836621
4260,217,-100.83598856766712
4280,220,-100.31973722796647
4300,232,-100.17994105340263
4320,196,-101.63441475766918
4340,213,-100.35872815529261
4360,212,-100.45980840466373
4380,233,-100.17263043454157
4400,222,-100.37589648781963
4420,185,-101.09110393074654
4440,203,-100.70840378657267
4460,204,-100.62683904046756
4480,210,-100.3026527394529
4500,227,-100.18191549467971
4520,203,-100.3533151724949
4540,210,-100.25751913966138
4560,201,-100.5707470447484
4580,228,-100.16492603263416
4600,204,-100.44737753907307
4620,197,-100.52373470671714
4640,225,-100.15989854925725
4660,204,-100.37539037189728
4680,200,-100.34695295240229
4700,219,-100.1564540506516
4720,198,-100.18842148002943
4740,219,-100.15669889295859
4760,219,-100.15665788337799
4780,229,-100.15687055741574
4800,199,-100.26367045704554
4820,230,-100.19319942230304
4840,185,-96.53010578433188
4860,216,-96.15950801576906
4880,204,-97.09671101249288
4900,226,-100.5488992653389
4920,220,-100.15720036305856
4940,212,-100.18236155455307
4960,206,-100.3711789049851
4980,206,-100.31562856625244
5000,195,-100.42799742645303
5020,213,-100.22587094524886
5040,223,-100.1577537314609
5060,208,-100.44409317730936
5080,211,-100.6730878423423
5100,220,-100.67917662764907
5120,205,-100.6147349162839
5140,221,-100.15788957481695
5160,215,-100.15669898698215
5180,208,-100.39180417870156
5200,221,-100.15721858792541
5220,200,-100.18798268422532
5240,199,-100.74724076118807
5260,123,-102.51401131277801
5280,169,-101.35089302750978
5300,154,-102.18817762594045
5320,161,-101.82329630401168
5340,170,-101.78226680333304
5360,204,-100.80103056826427
5380,241,-100.1601945612844
5400,206,-100.63150317975463
5420,208,-100.3641941954184
5440,57,-105.83505861218093
5460,161,-102.22801286537279
5480,212,-100.78869478996543
5500,228,-100.57281574163015
5520,209,-100.43686055691263
5540,212,-100.17909736390142
5560,215,-100.61036725550535
5580,200,-100.80554221792256
5600,203,-100.5483033162142
5620,195,-100.67498207125617
5640,206,-100.42504987091667
5660,207,-100.30812949450927
5680,214,-100.32473361158621
5700,202,-100.61895727576544
5720,231,-100.1896115826461
5740,232,-95.89784682807615
5760,198,-100.92929889825629
5780,226,-100.16666746377147
5800,199,-100.37854555379053
5820,195,-100.48940224770534
5840,232,-100.1778333275559
5860,220,-100.56957159834016
5880,218,-100.39414754210081
5900,229,-95.95110481426732
5920,174,-101.67846069145337
5940,225,-100.59077171774442
5960,203,-101.41220216910506
5980,164,-102.0245284513037
6000,205,-100.52911554169027
6020,212,-100.44703388309274
6040,205,-100.43683202554739
6060,204,-100.52257715872307
6080,216,-100.4116821759433
6100,221,-100.15665393036407
6120,200,-100.83413543383114
6140,228,-100.18718448153822
6160,180,-101.23564702140789
6180,197,-101.00754355885584
6200,181,-101.48355405369234
6220,187,-101.21218205886015
6240,197,-101.43671738287813
6260,222,-100.15823815536845
6280,206,-100.2999652991193
6300,228,-100.15652562685752
6320,215,-100.17128618978379
6340,205,-100.40102175925642
6360,224,-100.15584782348579
6380,205,-101.17299090871255
6400,159,-101.4475602275526
6420,205,-100.19192063582611
6440,209,-100.31811658034725
6460,205,-100.18911526295288
6480,201,-100.85342496008802
6500,208,-100.26224267340804
6520,215,-100.46400579466734
6540,208,-100.67948655358438
6560,214,-100.35544649685153
6580,221,-100.15669886112819
6600,219,-100.16831217185408
6620,213,-100.40310113253419
6640,155,-102.62084769108003
6660,148,-103.04160204954269
6680,203,-100.56901034743277
6700,212,-100.29968654643781
6720,172,-101.61576805258582
6740,192,-102.30100364870691
6760,224,-100.65119328198081
6780,222,-100.31761776068547
6800,219,-100.2197825066647
6820,209,-100.43442431938773
6840,208,-100.74529975813456
6860,203,-100.61064436086812
6880,215,-100.29816711140944
6900,239,-100.77910129939727
6920,217,-100.45996854853044
6940,215,-100.18094768289032
6960,224,-100.15657579618038
6980,219,-100.15690359531858
7000,205,-100.34986298533786
7020,239,-100.34997404919521
7040,172,-98.25325478176411
7060,198,-92.96949512262367
7080,230,-101.55117140152568
7100,232,-100.45721886491708
7120,156,-101.43700874643015
7140,163,-103.6046116896847
7160,249,-101.17139996358199
7180,221,-100.40999777208691
7200,199,-100.49837678730218
7220,250,-90.96515573828503
7240,180,-102.16095655238061
7260,232,-96.17254717664667
7280,221,-101.1905246560007
7300,224,-100.43592101620814
7320,209,-100.45146601113449
7340,229,-100.17087523581958
7360,202,-100.6390735430401
7380,205,-100.39748764619054
7400,201,-100.71389074256628
7420,195,-101.86202740551397
7440,209,-91.73917640491138
7460,198,-101.18471918118132
7480,271,-91.92701850962746
7500,199,-101.52157597796571
7520,199,-100.78701395364978
7540,197,-100.87511828674587
7560,206,-100.5890012453802
7580,74,-106.24039036080777
7600,155,-102.76475212627743
7620,70,-105.54896202666252
7640,192,-101.87106367600309
7660,250,-100.77800989181944
7680,230,-100.35086862448904
7700,225,-100.26098760814588
7720,216,-100.7003471982536
7740,180,-101.38232304099573
7760,221,-100.62259725276357
7780,214,-100.18603161155808
7800,193,-100.72898426195817
7820,180,-100.97160331096495
7840,201,-100.53031037576628
7860,187,-100.71657033209833
7880,188,-100.21698271356385
7900,221,-100.1566988668977
7920,217,-100.17371185344842
7940,220,-100.15666204178243
7960,190,-100.20582009427262
7980,222,-100.15669904178833
8000,226,-100.15625410995092
8020,214,-100.5232655083773
8040,222,-100.15897798703575
8060,216,-100.37356677804726
8080,200,-100.59684420117044
8100,192,-100.85485048182309
8120,226,-100.1568702789242
8140,223,-100.15627073224451
8160,224,-100.15669896551984
8180,194,-100.45363781337201
8200,211,-100.1758822393993
8220,194,-100.5655522085596
8240,213,-100.17537623362448
8260,207,-100.33214206871051
8280,209,-100.1699103523695
8300,222,-100.1567830863249
8320,192,-100.41637777781807
8340,202,-100.22208739204916
8360,223,-100.16374300851982
8380,209,-100.22519951353527
8400,210,-100.20646769255573
8420,209,-100.22950681583193
8440,199,-100.51899472746776
8460,200,-100.45374137600899
8480,192,-100.31921066392374
8500,224,-100.15972543403934
8520,221,-100.15361418373908
8540,215,-100.18528422432425
8560,219,-100.15671500353822
8580,215,-100.35210740043532
8600,200,-100.87185000819666
8620,190,-100.68433481068712
8640,199,-100.42738550337378
8660,210,-100.36751252534175
8680,211,-100.4465694600617
8700,205,-100.34148992492757
8720,201,-101.14802812775818
8740,144,-103.12528784880207
8760,23,-106.56120685595674
8780,206,-100.89534979232437
8800,173,-102.68864149735234
8820,221,-100.47490314373705
8840,194,-100.4951708561068
8860,218,-100.36283064230494
8880,186,-100.53778179771078
8900,211,-100.16461321930066
8920,181,-100.48768041111074
8940,212,-100.17256731740159
8960,202,-100.46139396659451
8980,216,-100.15760679460446
9000,191,-100.69978241423959
9020,204,-100.63094209668671
9040,210,-100.20497065383071
9060,181,-100.63599237515145
9080,185,-101.04448756287675
9100,225,-100.16553983346259
9120,228,-100.15625045145154
9140,213,-100.19799203472056
9160,220,-100.2951570518953
9180,192,-100.5413315504085
9200,203,-100.79343037825859
9220,196,-100.82110084907656
9240,227,-100.15978493382084
9260,224,-100.15719125881921
9280,212,-100.31304395378393
9300,198,-100.76709198557442
9320,203,-100.58477610505605
9340,197,-100.61386028396952
9360,219,-100.15660063908436
9380,215,-100.17836778375701
9400,200,-100.4367899330506
9420,199,-100.35792998165714
9440,228,-100.15677609782416
9460,174,-100.4355950176613
9480,210,-100.38812589193951
9500,214,-100.3283971328504
9520,225,-100.15663445612299
9540,229,-100.15658255532955
9560,222,-100.15681467709413
9580,213,-100.304974778976
9600,202,-100.49576438126961
9620,209,-100.171393692912
9640,227,-100.156148331014
9660,191,-100.3580047362012
9680,169,-100.98313505665814
9700,250,-100.27379007476135
9720,213,-100.78679489688247
9740,217,-100.18375478422529
9760,161,-98.04234126924415
9780,215,-100.89395352094121
9800,223,-100.56158434194015
9820,200,-100.3039338326681
9840,221,-100.16432601083486
9860,216,-100.17110234405324
9880,203,-100.38930664467456
9900,213,-100.6736510437634
9920,216,-100.29877778558917
9940,208,-100.3895535091717
9960,231,-100.16663214246334
9980,222,-100.15756746623259
10000,225,-100.1551822392968
